# MISSION PROFILE DATA
# Timestamp: 2026-06-13 02:44:36
# Deep Target: -- m
# Shallow Target: -- m
# Profile Count: --
# Arrival Tolerance: -- m
# Hold Duration: -- s
# PID: P=--, I=--, D=--
# Neutral ADC: --
# Bounds: -- to --
# Depth Offset: -- m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
9.80,0.562,106.99,920,925
9.85,0.575,107.13,920,925
9.98,0.605,107.43,921,925
10.13,0.629,107.67,922,925
10.15,0.639,107.77,920,925
10.25,0.658,107.96,920,925
10.35,0.678,108.17,921,925
10.45,0.701,108.40,920,925
10.62,0.733,108.72,921,925
10.74,0.759,108.98,921,925
10.75,0.767,109.06,920,925
10.85,0.785,109.25,919,925
10.95,0.806,109.46,920,925
11.05,0.835,109.75,920,925
11.19,0.853,109.94,921,925
11.31,0.888,110.29,920,925
11.35,0.899,110.39,920,925
11.47,0.923,110.64,921,925
11.62,0.961,111.02,920,925
11.65,0.970,111.12,920,925
11.75,0.988,111.29,920,925
11.85,1.012,111.54,920,925
11.95,1.033,111.75,921,925
12.10,1.074,112.16,920,925
12.15,1.082,112.25,920,925
12.26,1.110,112.52,920,925
12.35,1.128,112.71,920,925
12.45,1.148,112.91,921,925
12.61,1.189,113.32,922,925
12.65,1.201,113.45,920,925
12.77,1.229,113.72,921,925
12.85,1.247,113.91,921,925
12.98,1.277,114.21,921,925
13.13,1.312,114.56,920,925
13.15,1.317,114.61,920,925
13.25,1.342,114.86,920,925
13.35,1.362,115.07,921,925
13.45,1.387,115.32,920,925
13.58,1.414,115.60,920,925
13.73,1.451,115.97,920,925
13.75,1.458,116.04,920,925
13.85,1.479,116.25,921,925
13.95,1.508,116.54,921,925
14.12,1.542,116.89,920,925
14.16,1.557,117.03,919,925
14.28,1.591,117.38,920,925
14.35,1.604,117.51,920,925
14.50,1.636,117.83,920,925
14.62,1.664,118.12,921,925
14.65,1.671,118.18,920,925
14.75,1.699,118.47,921,925
14.85,1.721,118.69,920,925
14.95,1.745,118.93,921,925
15.10,1.783,119.32,921,925
15.16,1.790,119.39,921,925
15.26,1.819,119.69,921,925
15.35,1.838,119.87,920,925
15.49,1.873,120.23,920,925
15.64,1.910,120.60,920,925
15.65,1.912,120.62,921,925
15.75,1.937,120.88,921,925
15.85,1.965,121.15,920,925
15.95,1.984,121.35,920,925
16.09,2.013,121.64,920,925
16.23,2.050,122.01,920,925
16.25,2.058,122.09,920,925
16.35,2.083,122.35,920,925
16.45,2.106,122.57,921,925
16.63,2.147,122.99,920,925
16.67,2.163,123.15,920,925
16.80,2.190,123.43,921,925
16.86,2.206,123.58,920,925
16.98,2.235,123.88,921,925
17.16,2.275,124.29,920,925
17.16,2.273,124.26,920,925
17.26,2.300,124.54,921,925
17.35,2.323,124.77,919,925
17.46,2.346,125.00,920,925
17.63,2.391,125.45,921,925
17.68,2.402,125.57,921,925
17.79,2.432,125.87,921,925
17.86,2.448,126.02,919,925
17.97,2.474,126.29,921,925
18.13,2.512,126.67,919,925
18.16,2.519,126.75,921,925
18.26,2.544,127.00,920,925
18.36,2.568,127.24,920,925
18.46,2.588,127.44,919,925
18.56,2.615,127.71,920,925
18.66,2.641,127.98,921,925
18.76,2.663,128.20,920,925
18.86,2.686,128.43,920,925
18.97,2.720,128.77,920,925
19.13,2.757,129.15,920,925
19.16,2.761,129.19,921,925
19.26,2.789,129.47,919,925
19.36,2.812,129.70,921,925
19.46,2.833,129.91,920,925
19.60,2.866,130.24,921,925
19.71,2.891,130.50,921,925
19.76,2.907,130.66,920,925
19.86,2.931,130.90,920,925
19.96,2.957,131.17,920,925
20.06,2.981,131.41,921,925
20.20,3.012,131.72,921,925
20.35,3.054,132.14,919,4095
20.36,3.055,132.15,937,4095
20.50,3.087,132.48,987,4095
20.65,3.125,132.86,1041,4095
20.66,3.128,132.89,1090,4095
20.76,3.152,133.13,1136,4095
20.86,3.175,133.37,1181,4095
20.96,3.200,133.62,1229,4095
21.07,3.225,133.87,1276,4095
21.19,3.249,134.11,1320,4095
21.30,3.279,134.42,1367,4095
21.37,3.291,134.53,1410,4095
21.54,3.335,134.98,1455,4095
21.65,3.355,135.18,1506,4095
21.67,3.357,135.20,1545,4095
21.77,3.386,135.50,1594,4095
21.87,3.402,135.66,1644,4095
21.97,3.424,135.87,1692,4095
22.07,3.445,136.09,1739,4095
22.21,3.476,136.40,1786,4095
22.37,3.507,136.72,1833,4095
22.38,3.512,136.76,1880,4095
22.52,3.540,137.05,1929,4095
22.57,3.547,137.11,1976,4095
22.70,3.573,137.38,2024,4095
22.77,3.585,137.50,2075,4095
22.87,3.604,137.69,2125,4095
22.97,3.621,137.86,2176,4095
23.13,3.638,138.03,2222,4095
23.19,3.658,138.24,2271,4095
23.30,3.675,138.41,2320,4095
23.37,3.689,138.55,2367,4095
23.50,3.706,138.72,2414,4095
23.65,3.730,138.96,2460,4095
23.67,3.732,138.98,2507,4095
23.77,3.748,139.15,2556,4095
23.87,3.759,139.25,2594,4095
23.97,3.774,139.41,2637,4095
24.14,3.795,139.62,2693,4095
24.18,3.799,139.66,2738,4095
24.29,3.810,139.77,2783,4095
24.37,3.820,139.87,2826,4095
24.48,3.831,139.98,2866,4095
24.62,3.844,140.12,2906,4095
24.67,3.844,140.11,2950,4095
24.77,3.855,140.22,2996,4095
24.87,3.866,140.34,3044,4095
24.97,3.869,140.37,3094,4095
25.14,3.884,140.52,3143,4095
25.19,3.885,140.53,3192,4095
25.31,3.894,140.62,3242,4095
25.37,3.891,140.59,3292,4095
25.49,3.898,140.66,3340,4095
25.63,3.899,140.67,3386,4095
25.67,3.901,140.69,3435,4095
25.77,3.904,140.72,3481,4095
25.87,3.903,140.71,3528,4095
25.97,3.902,140.70,3575,4095
26.14,3.900,140.68,3616,4095
26.19,3.895,140.62,3666,4095
26.30,3.889,140.57,3716,4095
26.37,3.890,140.58,3765,4095
26.54,3.883,140.51,3818,4095
26.65,3.871,140.39,3868,4095
26.67,3.869,140.37,3919,4095
26.77,3.859,140.27,3975,4095
26.87,3.851,140.18,3989,4095
26.97,3.842,140.09,3988,4095
27.14,3.831,139.98,3989,4095
27.20,3.810,139.78,3989,4095
27.31,3.799,139.67,3981,4095
27.37,3.787,139.54,3964,4095
27.50,3.769,139.36,3955,4095
27.65,3.746,139.13,3953,4095
27.67,3.745,139.11,3950,4095
27.77,3.719,138.86,3952,4095
27.87,3.702,138.68,3951,4095
27.97,3.686,138.52,3952,4095
28.14,3.655,138.21,3952,4095
28.19,3.641,138.07,3952,4095
28.30,3.616,137.82,3951,4095
28.37,3.603,137.68,3953,4095
28.49,3.575,137.40,3952,4095
28.65,3.541,137.06,3951,4095
28.67,3.534,136.99,3952,4095
28.77,3.509,136.73,3951,4095
28.87,3.487,136.51,3953,4095
28.97,3.460,136.24,3953,4095
29.08,3.439,136.03,3951,4095
29.20,3.398,135.62,3952,4095
29.31,3.369,135.33,3977,4095
29.37,3.357,135.20,3984,4095
29.51,3.325,134.88,3986,4095
29.65,3.284,134.47,3981,4095
29.67,3.278,134.40,3985,4095
29.77,3.250,134.12,3983,4095
29.87,3.222,133.84,3985,4095
29.97,3.192,133.53,3984,4095
30.07,3.170,133.31,3984,4095
30.18,3.135,132.96,3984,4095
30.28,3.103,132.64,3984,4095
30.44,3.059,132.19,3982,4095
30.48,3.047,132.07,3985,4095
30.60,3.009,131.69,3984,4095
30.71,2.978,131.38,3985,4095
30.77,2.961,131.21,3980,925
30.87,2.931,130.90,3957,925
30.97,2.904,130.62,3917,925
31.14,2.848,130.06,3864,925
31.19,2.834,129.93,3814,925
31.30,2.807,129.65,3757,925
31.45,2.776,129.33,3715,925
31.51,2.742,129.00,3668,925
31.70,2.695,128.52,3620,925
31.75,2.680,128.37,3580,925
31.87,2.629,127.85,3536,925
31.88,2.636,127.92,3488,925
31.97,2.598,127.55,3444,925
32.07,2.569,127.25,3392,925
32.17,2.541,126.96,3352,925
32.27,2.511,126.66,3306,925
32.37,2.484,126.39,3261,925
32.47,2.453,126.08,3205,925
32.57,2.427,125.81,3163,925
32.67,2.395,125.50,3114,925
32.77,2.370,125.24,3069,925
32.87,2.342,124.96,3020,925
32.97,2.315,124.69,2974,925
33.07,2.288,124.41,2931,925
33.17,2.263,124.16,2890,925
33.27,2.237,123.90,2848,925
33.37,2.210,123.62,2811,925
33.47,2.183,123.36,2768,925
33.58,2.156,123.08,2723,925
33.71,2.128,122.80,2677,925
33.81,2.098,122.49,2629,925
33.91,2.074,122.26,2583,925
34.07,2.059,122.10,2546,925
34.08,2.034,121.85,2499,925
34.19,2.013,121.64,2453,925
34.34,1.976,121.26,2408,925
34.45,1.954,121.05,2361,925
34.49,1.943,120.93,2312,925
34.60,1.919,120.69,2268,925
34.68,1.900,120.50,2220,925
34.78,1.879,120.28,2172,925
34.88,1.862,120.11,2124,925
34.97,1.840,119.90,2074,925
35.12,1.812,119.61,2026,925
35.18,1.801,119.50,1979,925
35.28,1.783,119.31,1933,925
35.38,1.766,119.15,1880,925
35.49,1.741,118.89,1836,925
35.65,1.717,118.65,1794,925
35.68,1.713,118.61,1745,925
35.78,1.696,118.44,1699,925
35.88,1.679,118.26,1651,925
35.98,1.663,118.10,1606,925
36.08,1.650,117.97,1558,925
36.21,1.633,117.80,1518,925
36.37,1.612,117.59,1474,925
36.38,1.609,117.56,1427,925
36.52,1.594,117.41,1384,925
36.65,1.576,117.22,1337,925
36.68,1.572,117.19,1296,925
36.78,1.561,117.08,1249,925
36.88,1.550,116.97,1204,925
36.98,1.543,116.89,1159,925
37.08,1.533,116.79,1110,925
37.24,1.518,116.64,1063,925
37.30,1.519,116.65,1013,925
37.41,1.510,116.56,966,925
37.52,1.502,116.48,923,925
37.67,1.493,116.39,914,925
37.68,1.493,116.39,913,925
37.78,1.490,116.36,913,925
37.88,1.485,116.31,913,925
37.98,1.481,116.27,914,925
38.08,1.478,116.24,913,925
38.22,1.479,116.25,914,925
38.36,1.477,116.23,914,925
38.38,1.475,116.21,913,925
38.51,1.478,116.24,914,925
38.68,1.478,116.23,913,925
38.68,1.480,116.26,913,925
38.78,1.485,116.31,914,925
38.88,1.487,116.33,913,925
38.98,1.492,116.38,914,925
39.08,1.499,116.46,913,925
39.25,1.496,116.43,913,925
39.29,1.508,116.54,913,925
39.40,1.514,116.61,914,925
39.58,1.525,116.71,913,925
39.59,1.528,116.75,912,925
39.69,1.532,116.78,913,925
39.78,1.546,116.93,914,925
39.88,1.553,117.00,913,925
39.98,1.563,117.10,912,925
40.08,1.573,117.20,914,925
40.25,1.593,117.40,913,925
40.29,1.596,117.43,914,925
40.41,1.611,117.59,914,925
40.52,1.625,117.72,913,925
40.66,1.641,117.89,913,925
40.68,1.643,117.90,913,925
40.78,1.660,118.07,913,925
40.88,1.675,118.22,914,925
40.98,1.688,118.36,913,925
41.08,1.704,118.52,913,925
41.18,1.717,118.66,912,925
41.34,1.747,118.96,913,925
41.39,1.753,119.01,913,925
41.51,1.770,119.19,913,925
41.61,1.789,119.38,914,925
41.75,1.812,119.61,913,925
41.78,1.821,119.70,913,925
41.88,1.838,119.87,913,925
41.98,1.858,120.07,913,925
42.08,1.875,120.24,912,925
42.20,1.901,120.51,913,925
42.36,1.927,120.77,912,925
42.38,1.932,120.82,914,925
42.52,1.959,121.10,913,925
42.67,1.990,121.40,913,925
42.68,1.994,121.44,913,925
42.78,2.012,121.63,914,925
42.89,2.036,121.87,913,925
42.99,2.053,122.04,913,925
43.09,2.073,122.24,913,925
43.24,2.102,122.53,913,925
43.38,2.138,122.90,913,925
43.39,2.139,122.91,912,925
43.52,2.167,123.19,913,925
43.68,2.200,123.53,914,925
43.69,2.204,123.57,914,925
43.79,2.224,123.76,913,925
43.89,2.248,124.01,913,925
43.99,2.268,124.21,914,925
44.09,2.292,124.45,912,925
44.20,2.313,124.67,913,925
44.38,2.357,125.11,914,925
44.39,2.359,125.13,914,925
44.51,2.387,125.41,914,925
44.66,2.420,125.75,914,925
44.69,2.423,125.77,913,925
44.79,2.449,126.04,912,925
44.89,2.471,126.26,914,925
44.99,2.500,126.55,913,925
45.09,2.518,126.73,912,925
45.19,2.541,126.96,913,925
45.34,2.574,127.30,913,925
45.39,2.586,127.42,913,925
45.50,2.615,127.71,914,925
45.62,2.635,127.91,913,925
45.73,2.671,128.28,912,925
45.79,2.681,128.38,913,925
45.89,2.705,128.62,912,925
45.99,2.729,128.87,913,925
46.09,2.755,129.12,913,925
46.19,2.775,129.33,912,925
46.29,2.801,129.59,912,925
46.48,2.842,130.00,913,925
46.52,2.852,130.10,913,925
46.62,2.877,130.36,913,925
46.69,2.891,130.50,913,925
46.79,2.917,130.76,912,925
46.89,2.941,131.01,913,925
46.99,2.971,131.30,913,925
47.09,2.989,131.49,912,925
47.19,3.016,131.76,913,925
47.29,3.040,132.00,914,4095
47.44,3.070,132.31,932,4095
47.59,3.109,132.70,978,4095
47.59,3.114,132.75,1029,4095
47.69,3.136,132.97,1079,4095
47.80,3.159,133.20,1127,4095
47.89,3.181,133.43,1173,4095
48.00,3.209,133.70,1220,4095
48.09,3.228,133.90,1266,4095
48.19,3.253,134.15,1315,4095
48.29,3.276,134.39,1357,4095
48.45,3.308,134.70,1402,4095
48.60,3.345,135.08,1447,4095
48.60,3.339,135.02,1494,4095
48.70,3.365,135.28,1536,4095
48.80,3.384,135.48,1584,4095
48.90,3.407,135.70,1633,4095
49.00,3.432,135.96,1682,4095
49.10,3.453,136.17,1730,4095
49.20,3.471,136.35,1776,4095
49.30,3.494,136.58,1823,4095
49.40,3.516,136.80,1869,4095
49.50,3.530,136.95,1920,4095
49.60,3.549,137.14,1967,4095
49.70,3.574,137.40,2016,4095
49.83,3.594,137.60,2064,4095
49.94,3.617,137.83,2115,4095
50.00,3.626,137.91,2164,4095
50.10,3.644,138.10,2214,4095
50.20,3.660,138.26,2263,4095
50.30,3.676,138.42,2312,4095
50.40,3.693,138.60,2358,4095
50.50,3.711,138.78,2404,4095
50.61,3.726,138.93,2452,4095
50.71,3.739,139.06,2499,4095
50.80,3.749,139.16,2544,4095
50.90,3.768,139.35,2586,4095
51.00,3.777,139.44,2634,4095
51.10,3.788,139.55,2684,4095
51.20,3.804,139.71,2732,4095
51.30,3.813,139.80,2775,4095
51.40,3.825,139.93,2818,4095
51.50,3.838,140.05,2858,4095
51.63,3.846,140.13,2899,4095
51.74,3.852,140.20,2941,4095
51.80,3.863,140.31,2987,4095
51.90,3.865,140.33,3034,4095
52.00,3.876,140.44,3087,4095
52.10,3.881,140.49,3133,4095
52.27,3.890,140.58,3181,4095
52.31,3.895,140.63,3230,4095
52.42,3.900,140.68,3280,4095
52.54,3.905,140.73,3329,4095
52.69,3.907,140.75,3375,4095
52.70,3.907,140.75,3422,4095
52.80,3.904,140.72,3470,4095
52.90,3.906,140.74,3519,4095
53.00,3.904,140.72,3564,4095
53.11,3.903,140.71,3603,4095
53.24,3.901,140.69,3652,4095
53.35,3.895,140.63,3702,4095
53.46,3.897,140.65,3752,4095
53.51,3.889,140.57,3802,4095
53.62,3.882,140.50,3855,4095
53.70,3.875,140.42,3905,4095
53.80,3.867,140.35,3957,4095
53.90,3.854,140.21,3986,4095
54.06,3.841,140.08,3988,4095
54.11,3.838,140.06,3989,4095
54.22,3.818,139.86,3989,4095
54.30,3.811,139.78,3979,4095
54.40,3.796,139.63,3961,4095
54.50,3.779,139.45,3953,4095
54.60,3.765,139.31,3954,4095
54.73,3.740,139.07,3952,4095
54.91,3.705,138.71,3951,4095
54.91,3.711,138.77,3952,4095
55.04,3.685,138.51,3950,4095
55.11,3.671,138.37,3951,4095
55.23,3.646,138.12,3952,4095
55.30,3.635,138.00,3951,4095
55.41,3.607,137.72,3951,4095
55.51,3.585,137.50,3951,4095
55.61,3.562,137.27,3951,4095
55.73,3.534,136.99,3951,4095
55.84,3.508,136.72,3952,4095
55.91,3.492,136.56,3952,4095
56.02,3.468,136.32,3951,4095
56.16,3.430,135.94,3951,4095
56.21,3.416,135.79,3951,4095
56.31,3.395,135.58,3980,4095
56.41,3.365,135.28,3985,4095
56.51,3.337,135.00,3985,4095
56.61,3.307,134.70,3984,4095
56.73,3.280,134.42,3984,4095
56.87,3.242,134.04,3985,4095
56.91,3.228,133.90,3983,4095
57.04,3.199,133.61,3981,4095
57.15,3.159,133.20,3985,4095
57.21,3.144,133.05,3984,4095
57.31,3.113,132.74,3984,4095
57.41,3.082,132.43,3985,4095
57.51,3.054,132.14,3984,4095
57.62,3.024,131.84,3986,4095
57.76,2.983,131.43,3984,4095
57.81,2.968,131.28,3985,925
57.91,2.936,130.95,3955,925
58.02,2.904,130.63,3914,925
58.12,2.873,130.32,3860,925
58.21,2.846,130.05,3810,925
58.31,2.817,129.76,3761,925
58.41,2.787,129.45,3712,925
58.56,2.742,129.00,3667,925
58.61,2.728,128.85,3607,925
58.72,2.694,128.51,3578,925
58.81,2.665,128.21,3534,925
58.91,2.636,127.92,3489,925
59.01,2.612,127.68,3443,925
59.11,2.577,127.33,3396,925
59.23,2.548,127.04,3352,925
59.37,2.498,126.53,3304,925
59.41,2.491,126.46,3257,925
59.53,2.454,126.09,3208,925
59.67,2.418,125.72,3162,925
59.71,2.409,125.63,3104,925
59.81,2.381,125.35,3065,925
59.91,2.355,125.09,3018,925
60.01,2.323,124.76,2974,925
60.13,2.290,124.43,2929,925
60.27,2.255,124.08,2889,925
60.31,2.244,123.97,2849,925
60.41,2.215,123.68,2808,925
60.54,2.186,123.38,2766,925
60.64,2.160,123.12,2724,925
60.71,2.140,122.92,2675,925
60.81,2.114,122.65,2629,925
60.91,2.092,122.44,2580,925
61.01,2.065,122.16,2542,925
61.18,2.032,121.83,2497,925
61.29,2.001,121.52,2453,925
61.31,1.998,121.48,2407,925
61.42,1.971,121.22,2361,925
61.54,1.946,120.97,2316,925
61.64,1.924,120.74,2268,925
61.71,1.907,120.57,2219,925
61.81,1.886,120.36,2174,925
61.91,1.867,120.16,2124,925
62.01,1.846,119.95,2076,925
62.13,1.824,119.73,2025,925
62.28,1.792,119.40,1984,925
62.32,1.791,119.40,1924,925
62.42,1.771,119.20,1883,925
62.52,1.752,119.00,1836,925
62.65,1.728,118.76,1786,925
62.75,1.714,118.62,1745,925
62.82,1.699,118.47,1700,925
62.92,1.686,118.34,1652,925
63.02,1.670,118.17,1606,925
63.12,1.653,118.00,1559,925
63.22,1.642,117.90,1519,925
63.32,1.628,117.75,1473,925
63.44,1.610,117.58,1426,925
63.58,1.596,117.43,1383,925
63.62,1.592,117.39,1338,925
63.72,1.580,117.27,1297,925
63.82,1.569,117.16,1251,925
63.92,1.560,117.07,1205,925
64.02,1.548,116.95,1157,925
64.12,1.543,116.90,1113,925
64.22,1.534,116.80,1065,925
64.32,1.528,116.74,1017,925
64.45,1.515,116.61,968,925
64.60,1.504,116.50,925,925
64.62,1.503,116.49,915,925
64.72,1.503,116.49,917,925
64.82,1.494,116.41,915,925
64.92,1.493,116.39,915,925
65.02,1.491,116.37,917,925
65.12,1.490,116.36,915,925
65.22,1.488,116.34,916,925
65.32,1.486,116.32,915,925
65.43,1.486,116.32,917,925
65.58,1.485,116.31,916,925
65.62,1.487,116.33,916,925
65.72,1.485,116.32,916,925
65.82,1.489,116.35,916,925
65.92,1.495,116.41,916,925
66.02,1.500,116.46,916,925
66.12,1.506,116.52,916,925
66.22,1.508,116.54,915,925
66.32,1.508,116.54,915,925
66.46,1.525,116.72,916,925
66.60,1.531,116.77,915,925
66.62,1.534,116.81,915,925
66.72,1.545,116.92,916,925
66.82,1.548,116.95,915,925
66.92,1.561,117.07,916,925
67.02,1.572,117.19,915,925
67.12,1.578,117.25,917,925
67.22,1.590,117.37,916,925
67.32,1.602,117.49,916,925
67.42,1.615,117.62,917,925
67.54,1.631,117.79,916,925
67.64,1.644,117.91,916,925
67.72,1.654,118.02,916,925
67.82,1.665,118.13,917,925
67.92,1.681,118.29,916,925
68.02,1.696,118.44,916,925
68.12,1.711,118.59,916,925
68.22,1.729,118.78,916,925
68.32,1.747,118.96,916,925
68.46,1.763,119.12,916,925
68.56,1.784,119.33,916,925
68.62,1.789,119.37,915,925
68.72,1.810,119.59,916,925
68.82,1.829,119.78,916,925
68.92,1.846,119.95,915,925
69.02,1.865,120.15,916,925
69.12,1.883,120.33,916,925
69.22,1.899,120.49,915,925
69.32,1.922,120.72,916,925
69.43,1.941,120.91,916,925
69.58,1.969,121.20,916,925
69.62,1.979,121.29,915,925
69.72,2.000,121.50,916,925
69.82,2.022,121.73,916,925
69.92,2.037,121.88,923,4095
70.02,2.062,122.13,955,4095
70.12,2.083,122.35,1005,4095
70.22,2.103,122.54,1060,4095
70.32,2.120,122.72,1107,4095
70.44,2.145,122.97,1155,4095
70.57,2.176,123.28,1203,4095
70.63,2.188,123.41,1250,4095
70.73,2.208,123.60,1295,4095
70.83,2.229,123.82,1340,4095
70.93,2.251,124.04,1384,4095
71.03,2.267,124.20,1430,4095
71.13,2.290,124.43,1477,4095
71.23,2.309,124.62,1524,4095
71.33,2.331,124.85,1566,4095
71.46,2.359,125.13,1613,4095
71.58,2.378,125.32,1663,4095
71.63,2.386,125.41,1711,4095
71.73,2.410,125.64,1758,4095
71.83,2.426,125.81,1804,4095
71.93,2.449,126.04,1851,4095
72.03,2.465,126.20,1898,4095
72.13,2.482,126.37,1947,4095
72.23,2.499,126.54,1996,4095
72.33,2.514,126.69,2046,4095
72.43,2.536,126.92,2094,4095
72.57,2.560,127.16,2143,4095
72.63,2.566,127.22,2192,4095
72.73,2.584,127.40,2241,4095
72.83,2.604,127.60,2290,4095
72.93,2.618,127.74,2337,4095
73.03,2.632,127.88,2384,4095
73.13,2.644,128.01,2433,4095
73.23,2.662,128.19,2477,4095
73.33,2.674,128.30,2527,4095
73.43,2.684,128.40,2566,4095
73.55,2.702,128.59,2613,4095
73.65,2.713,128.70,2661,4095
73.73,2.722,128.79,2710,4095
73.83,2.733,128.91,2757,4095
73.93,2.743,129.00,2799,4095
74.03,2.754,129.11,2842,4095
74.13,2.757,129.14,2883,4095
74.23,2.772,129.29,2923,4095
74.33,2.777,129.35,2967,4095
74.43,2.785,129.43,3016,4095
74.53,2.791,129.49,3061,4095
74.66,2.799,129.57,3111,4095
74.83,2.803,129.61,3162,4095
74.84,2.807,129.65,3210,4095
74.93,2.812,129.70,3261,4095
75.05,2.814,129.72,3308,4095
75.23,2.819,129.77,3356,4095
75.23,2.816,129.74,3401,4095
75.33,2.820,129.78,3451,4095
75.43,2.821,129.79,3498,4095
75.58,2.817,129.75,3544,4095
75.73,2.816,129.75,3582,4095
75.73,2.813,129.72,3630,4095
75.83,2.811,129.69,3680,4095
75.93,2.808,129.66,3730,4095
76.06,2.802,129.60,3780,4095
76.21,2.786,129.44,3832,4095
76.23,2.784,129.42,3881,4095
76.33,2.780,129.38,3933,4095
76.43,2.772,129.29,3980,4095
76.58,2.755,129.13,3988,4095
76.72,2.745,129.03,3988,4095
76.73,2.737,128.95,3988,4095
76.83,2.721,128.79,3987,4095
76.93,2.708,128.66,3973,4095
77.03,2.688,128.45,3957,4095
77.13,2.677,128.34,3953,4095
77.23,2.656,128.13,3953,4095
77.39,2.633,127.90,3951,4095
77.51,2.622,127.79,3951,4095
77.55,2.596,127.52,3952,4095
77.67,2.577,127.33,3952,4095
77.73,2.561,127.17,3952,4095
77.83,2.539,126.95,3952,4095
77.93,2.524,126.79,3952,4095
78.03,2.498,126.53,3952,4095
78.13,2.478,126.33,3952,4095
78.29,2.449,126.04,3951,4095
78.41,2.410,125.65,3951,4095
78.43,2.405,125.60,3951,4095
78.55,2.377,125.32,3952,4095
78.70,2.338,124.92,3951,4095
78.73,2.326,124.80,3951,4095
78.83,2.302,124.56,3958,4095
78.93,2.274,124.28,3983,4095
79.03,2.253,124.06,3985,4095
79.13,2.222,123.75,3985,4095
79.29,2.186,123.38,3984,4095
79.43,2.143,122.95,3985,4095
79.43,2.135,122.87,3985,4095
79.59,2.107,122.59,3983,4095
79.73,2.054,122.06,3985,4095
79.73,2.052,122.03,3986,4095
79.83,2.027,121.78,3985,4095
